relpath,dataset_source,class,duplicate_of,pixel_hash
data\raw\dataset2\osteoporosis\normal\47.jpg,dataset2,normal,data\raw\dataset1\Osteoporosis Knee X-ray\normal\N26.jpg,0073a5535efbb9847861dd52b8831e433375feb0c734782c91f9c4f536eec3c5
data\raw\dataset2\osteoporosis\normal\48.jpg,dataset2,normal,data\raw\dataset1\Osteoporosis Knee X-ray\normal\N22.jpg,f831e9fe5cfca0d6e1981de9d85e12ba76c080ceede25407cb43a68d16c1f6ff
data\raw\dataset2\osteoporosis\normal\49.jpg,dataset2,normal,data\raw\dataset1\Osteoporosis Knee X-ray\normal\N28.jpg,8f14213133352c984e3aaa97ce6bf7e78253363ba8fb38fedbdd9fcac316e2fa
data\raw\dataset2\osteoporosis\normal\50.jpg,dataset2,normal,data\raw\dataset1\Osteoporosis Knee X-ray\normal\N29.jpg,bcd0f479c76eaad27c7635612e85c61901be05c36ac7d6e2bb890f96b4482592
data\raw\dataset2\osteoporosis\normal\52.jpg,dataset2,normal,data\raw\dataset1\Osteoporosis Knee X-ray\normal\N31.jpg,ea7981416d6152ce0199cba1cb09f20541dd43196fda4337746f309d82f07680
data\raw\dataset2\osteoporosis\normal\53.jpg,dataset2,normal,data\raw\dataset1\Osteoporosis Knee X-ray\normal\N28.jpg,8f14213133352c984e3aaa97ce6bf7e78253363ba8fb38fedbdd9fcac316e2fa
data\raw\dataset2\osteoporosis\normal\54.jpg,dataset2,normal,data\raw\dataset1\Osteoporosis Knee X-ray\normal\N33.jpg,28880e698995c636c99601d839e308609b75f54b6d2c46f72ccab99a326ac440
data\raw\dataset2\osteoporosis\normal\55.jpg,dataset2,normal,data\raw\dataset1\Osteoporosis Knee X-ray\normal\N34.jpg,51140763e205ca9f2b41838445d8a0eeacfa410f311a78efe4f3218561e90e74
data\raw\dataset2\osteoporosis\normal\56.jpg,dataset2,normal,data\raw\dataset1\Osteoporosis Knee X-ray\normal\N35.jpg,8ec4f55e043e7a4ced66d62682a0e6f14411d4ca8d0f9958924aef343cf92f36
data\raw\dataset2\osteoporosis\normal\57.jpg,dataset2,normal,data\raw\dataset1\Osteoporosis Knee X-ray\normal\N36.jpg,6f7e319420fde9d35379938255cb2e7297e34c82ffff734e5b9e5baf012552a9
data\raw\dataset2\osteoporosis\normal\7nn.png,dataset2,normal,data\raw\dataset2\osteoporosis\osteoporosis\7.png,e6801fd2a889c7cb01b917655e28018fbf2c0007229f0245f760615154aebd11
data\raw\dataset2\osteoporosis\normal\Normal_156.jpg,dataset2,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_122.jpg,ca7963b83f47b2c8b662a436ae0c908559e311c95d50f4014ddcbaa7ca2e2642
data\raw\dataset2\osteoporosis\normal\Normal_46.jpg,dataset2,normal,data\raw\dataset2\osteoporosis\normal\Normal_45.jpg,d48469f5dc304793ae529cf725873d848be4cc0ba603a4b557f32fe1a1c0e8dd
data\raw\dataset2\osteoporosis\normal\Normal_63.jpg,dataset2,normal,data\raw\dataset2\osteoporosis\normal\Normal_56.jpg,d7c2a7b78f952a74e20279891d4184744d6d0555acae47673ba8ade80ca20e8e
data\raw\dataset2\osteoporosis\normal\Normal_69.jpg,dataset2,normal,data\raw\dataset2\osteoporosis\normal\Normal_64.jpg,4d40d9446bc58e598c1d61b0663fa513adf81ff8f176052980b26b586f4dd130
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_16.jpg,dataset2,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_19.jpg,3f831f29515360aa168f5f2a17d41ac5e2b713b89bd5248d00bc84f982dddf6f
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_172.jpg,dataset2,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_129.jpg,c0ec868ba25ec46a37b6bb8933e6c0e934571340be4c2f69fcf57f69a1ef7dbe
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_177.jpg,dataset2,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_186.jpg,8031e7a93340090bb498cebe7a9bae1e4a2a0cbf0742e372801863cfd84ad2ab
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_186.jpg,dataset2,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_179.jpg,f56cc4f4aa34bf8a289365b3046ed34822ad0b15f2c452c41304a98ae85973e9
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_20.jpg,dataset2,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_29.jpg,7d513b2c55e247d823bf9da018b53e27f7321eeee7d00d1c3530a636032d0060
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_22.jpg,dataset2,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_33.jpg,c1aca8635617a17781e342a07b13eb908818714dfd033cb056e2f35bdf3480e1
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_3.jpg,dataset2,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_3.jpg,03bb632bb86b77d5f6f5575913b5af2f4e433a556aac2f1a50eac2f8e9991403
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_30.jpg,dataset2,normal,data\raw\dataset2\osteoporosis\normal\Normal_59.jpg,5272aca7e58e0be3cba5c07c8364344ace5ff376d81614ba93edcf9b53ec79b4
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_6.jpg,dataset2,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_7.jpg,4a7c0b042647904eb2e91b63cf28c98bca10cae8ef1720c4446e867db84eaa1e
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_88.jpg,dataset2,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_158.jpg,1c70f3ed4b48e97a52fcfbcffc5da47ff45c73b988ec0d262fc8c985270d008a
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_90.jpg,dataset2,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_87.jpg,5099a6ddf93b1394bbb07054df273c74aa605ab02ec06429d1a0848381ebe564
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_93.jpg,dataset2,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_116.jpg,b6921a510b4f04c0ba7785a83a2a2ccd2fca45d6640c1173e2dc400db595f839
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_97.jpg,dataset2,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_120.jpg,5226208c04ea3d42ae65482cd03df5ddd4b0e03d05613240b95e2e0bc7096e50
data\raw\dataset2\osteoporosis\normal\n19.jpg,dataset2,normal,data\raw\dataset1\Osteoporosis Knee X-ray\osteopenia\OP102.jpg,1493de60135f80c0bbdc19155615a346b573e99c98d943f60af6c452c47a042c
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal.jpg,bf166b554125597e55b992f6dcf11d2c02f1a0146641cc6b4edb839a577fcc77
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_10.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_10.jpg,272161d5e56d1444338cfb5c51950ac0a5d0e25c5432c4c2ab1b038de788d8ba
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_100.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_100.jpg,14ee794db105e0a95a1c96df6780ceb53d99881f3a0e16846aff6daf446df5c5
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_101.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_101.jpg,9ed23a3ace4d44f6f39643bcb2198dd176a4cf07d963eacafe0135345c2500c1
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_102.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_102.jpg,fce2cdc62d8d06f97e2d29e0f19ec178c42d07403e40a7865c56f6c9b2301b87
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_103.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_103.jpg,cdee71eb442f964992257ec740e755e7b2df83080c9e38dec5dfaccf5218bc3d
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_104.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_104.jpg,1bc770f28c1bf848f7bc5a94a918d9af7f0987a8349568249b678dd784ac1cc4
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_105.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_105.jpg,91584f38b62817a61394070c7f3e0447764983ac99fb17705c7ca80543dd6a46
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_106.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_106.jpg,fb00544bbc07701bd9cfeb082752c06c6178736b3be4228ed29408b14c2dc5f1
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_107.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_107.jpg,4f212eb39e654d7c71cf6f18b0d1002c60af5a3fc75bb2862b22cab021aa9cdb
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_108.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_108.jpg,f2f455898a88264d959f0426fdf349067df57abfbcbea506325660a8e00b1e3e
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_109.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_109.jpg,6c18bc77a54a4f870a8df19d5e4c96b5c1c915f0a254d26511ac93a6a079cb12
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_11.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_11.jpg,c8c5e388e32b196c4b3d379eb038a567f11e5cc750cf7941e6e1e90c4332478e
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_110.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_110.jpg,f45c9638b851a8b967729e4bf7459101ea8997878f83084edcc6a2d34e65c3ca
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_111.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_111.jpg,9a71731de46b9d025555b7dd97fdc3e06db02792f0eb826a11411aa2f2681269
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_112.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_112.jpg,b92be895d5b7698f678abd6fec9ddd77d6563ba5df0d84fbf6da01856f95d024
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_113.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_113.jpg,22d21d553355a106c2fb26c56bd09df46296ae5a6d536dec858daac04deff17f
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_114.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_114.jpg,5e657c5d011b471f9814ec8b96216b0ddcef2b1a922c856c946821580f8aec3e
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_115.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_115.jpg,3052c29cd40403d907753fee8749364be0491fc3d77fc77b1b83adb410282666
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_116.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_116.jpg,0194014a3a12153fd9bc9f7fc481abdb66907d40ca3d81e4b26a72b0e633ac27
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_117.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_117.jpg,5409f9d3d1c6a58020efe693d19baee8fe8614058aeb803122cfc667d6d3a99f
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_118.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_118.jpg,742c3743713b04043ec72df40223d5f572ba2460dfa63f72b46db8d862cebbb8
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_119.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_119.jpg,f02cf0924d874055067699b4336fafaaa329a5570480d4080de7fe212a1c49e6
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_12.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_12.jpg,98bd8cf2a8eeddde395d87c1724ecc8440163248cbb7615b3431a5e59599fe75
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_120.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_120.jpg,5226208c04ea3d42ae65482cd03df5ddd4b0e03d05613240b95e2e0bc7096e50
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_121.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_121.jpg,66aa907a119a1c347d2aa8e2fb04b77b4aafa664af34a0c5fc436febd0bede01
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_122.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_122.jpg,ca7963b83f47b2c8b662a436ae0c908559e311c95d50f4014ddcbaa7ca2e2642
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_123.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_123.jpg,696ea22a8d1f2adbbd8e4039213a858b4922e958cefa15e788a44169eb2c23cf
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_124.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_124.jpg,67b7a9ff35bbf556226e9bee68c25dc2dcad9888b7b7065c97e817770b707db2
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_125.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_125.jpg,5c7e4e2908a2950a9d14cb9cf91557546334a6c06420d7e61cc35813fc7ccc1b
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_126.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_126.jpg,7cdf408f35eecf1e8db7528c13f9aba868cd8186d63016626ca7df8a487e70f5
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_127.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_127.jpg,bd31f3e73b44148482fdffc2e4d4b59431bd7b8ab4d824838997bb0c15838c3a
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_128.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_128.jpg,0e7e608f8a00483263a37a950c72d6c71e8f81976a3d7dcbad1553c7ae0abcdf
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_129.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_129.jpg,62ba2447dd54ba4fe42f2003d40d69232eca8466dffa3038df7aa178f38f8f06
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_13.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_13.jpg,a3de0a3dd9507d54868e5fe1fb3fe306e5dd485a8989bca443dcd23428c287c8
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_130.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_130.jpg,aad7bee17a9983ac970f740348c4d246140ced9d50b7a7b2b71fa042353dc374
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_131.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_131.jpg,80de8ce991d668ad7916f09dda8a5001bee46809d2b44020fe637c1ed2259628
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_132.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_132.jpg,7b0793d8917437a524b56c745aed0fee0b9f3a83f10d1748a7beebee15e4fa50
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_133.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_133.jpg,9ff3899735a5a1498d03585895818fd2e098391830750a1104965d39f0b9ba20
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_134.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_134.jpg,669a781256e23f08bcc1380b20028bd32c0fce8eaffe5654fc6bc008320240bb
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_135.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_135.jpg,e8ea7269e07aab7c54044bb31449d69e114c9e83532916f4fe12630b70c50e1e
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_136.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_136.jpg,4f1ccda581bcd824b82ba2974170c350c1560583234ebe5c5dfae9d1df11b2a1
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_137.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_137.jpg,b868ada79f0bd86e8418ba489f3a0ae4c75f3e6386b8e29503f18642088ddef1
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_138.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_138.jpg,8e65f51dd22ccda453b3b07be4b62b4648fa257bd2d3d1b21605f9366b8d7bd6
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_139.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_139.jpg,8c8d8442b9379e866b3844033afea35a5334ecce35383a7864629a0b42dfddf0
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_14.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_14.jpg,458db7c644f389ba681411002aff33e00ffe394fe261d017a1a4d4f2243bb2f7
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_140.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_140.jpg,5ec19cbee1078bb857cac43e97926778f0886bafefa0b9b4c7b943a4d185ef5b
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_141.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_141.jpg,976b9a280ec7e88352f5e9ac095a0bd965176a21c40b595b1f705800f99b4c3f
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_142.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_142.jpg,b486827cb942743c40bb850d60a5c039825b50569f0a23f5a98ddd9b9b83185f
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_143.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_143.jpg,c7740aa5448d99bcc31e216ed896bd1fe37bb91d26d0c1f5f8b3ba97b74adae3
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_144.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_144.jpg,4e01b693f514cba23ca63156c773b69e84286d859ae1331ac8df41d077be400f
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_145.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_145.jpg,580665615cc3c388af2246ed200874c66f1de94ddfae2397b5901879a07d1030
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_146.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_146.jpg,1cab5370ca1a3f1a99fa3b856aee8fadd5564a16f3593a974fa2545bcc713c11
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_147.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_147.jpg,417f6801e2a6a867b9da557c987f48c0b361fc9e23a44c37dd0ba944ea3fd8ad
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_148.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_148.jpg,cc4389ea6c9e27d521e5600f64f57d843c61f59e9ca12e8bbbe353d1c7d24548
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_149.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_149.jpg,7c92f5f99e0423ba2df74149d8ad9746994857e024b23618cef7e97485bc8484
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_15.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_15.jpg,7830e886dc8f17e70dc24139bd7abbc7450ab7f5a32681a20601dd5976f90c72
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_150.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_150.jpg,29b4053ea5fa5f55662eb469fa31ec1bbc296674a84fce8143bed0e4a5ba992c
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_151.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_151.jpg,e96f84457f810e9d0e3c56c0f47f57e402c97a059d02134ef0cbf9448f7c75ad
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_152.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_152.jpg,0ce2927459ac715023af72bb0c15b31fb11933ae7e366197f495db510975f842
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_153.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_153.jpg,731f65c30f1b3881077210906f7251ef641fade6153300a747b889ffa1a68ea4
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_154.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_154.jpg,95f8bb3b317185591f903036bf803354ef8b247ceab59d811a058818a9ed102f
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_155.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_155.jpg,e6c42cbd49226c92d8fdae6fa934144edb9d9bc563d0c06f026cc019b5c5b60b
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_156.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_122.jpg,ca7963b83f47b2c8b662a436ae0c908559e311c95d50f4014ddcbaa7ca2e2642
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_157.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_157.jpg,ff3e57ff6d6f614d001a173ee6b198b897b84d4ee75e25c156c24441b62bba25
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_158.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_158.jpg,1c70f3ed4b48e97a52fcfbcffc5da47ff45c73b988ec0d262fc8c985270d008a
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_159.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_159.jpg,b3e732dc1dac1f7a764678fc562d589b63e355ebc29665d57031e2460d0de38e
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_16.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_16.jpg,1a8ed3ff2f5359a88a3c6cdfdade850e7e509d2ac89ca0723b1febb9bbf38031
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_160.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_160.jpg,1d18a24a2ff2b31593a8288eb8eaffb2084d0c4fdc178e5fead0e34e4ded3f26
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_161.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_161.jpg,95fc44e109138bc1eed9ff0f9e8ed1a8539194923a1bbd1ae808fb8a2a49aa66
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_162.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_162.jpg,96b4297711dfac127696a0fc40a62313f2b9d2ecbe6393335fd018985caaadc0
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_163.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_163.jpg,3fce76e4c3beb8089f7299d2ffde41dede31aa9b6373ae589f511f83da7faa8c
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_164.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_164.jpg,a7318291aa9870338c5efb5c01f97dc0c65ab45f4f0c78d57456444225aa0825
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_165.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_165.jpg,c4b293e5927e2d3292cb037dfcc6f1177096749dec76bad1d2936f0b2119d32d
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_166.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_166.jpg,ecedd15c552009476e7c74bcd1ced1e05a1843516a54c32e404b1ac761e922d8
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_167.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_167.jpg,46d4fe14db45b024b3708ffe17d43efac54cadb4e6816b70d976123c4d94d77a
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_168.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_168.jpg,b354fac9c377c45e8d61611f18c31eaacafa8b0ae384498673dbf8f24dc4f93b
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_169.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_169.jpg,1c4973cc1fd8ff48717107464ae33251add64fcf0b68f4dbc7653505a99b8853
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_17.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_17.jpg,129278902cc7046467f169e1bbf9af91f74f579d339ba3bdde8ac772bf03158a
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_170.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_170.jpg,5a4e36a01f926aeffa38dd29d6eab5f091515d32b0df42feec0e530d636195ad
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_171.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_171.jpg,1cc14f1ce9b618ca38e98c0811926e0f466a4d9bcf0bd03500a51c32f3f86dc4
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_172.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_172.jpg,68d5cb7ba5b870aba25a61412aae85d3361cec790ef1c793991d1c48645e73b3
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_173.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_173.jpg,66b4a7296d05487b5947f1b36cb1855696ab4698d555a79b74166c47c504c208
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_174.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_174.jpg,f3f99c891fca62d07b77c275a8436fb5843217fae8d27d7a2d9054f1cb648e73
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_175.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_175.jpg,ab6e0ad2a5c193457272791b65cd0a10212b862742a006bb5cf1fdf511a6ed6a
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_176.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_176.jpg,6878e911f6f3bccdb6a68f2e1972eb542dfafde7cec960859d5dbd1c33a35479
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_177.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_177.jpg,4a06904d3dd2cf80fa56c3448a96fff730577b79a8878795df04685bda19049c
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_178.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_178.jpg,291a4fc1f7ffb3922011a9fd5e601c6eeaf5240e16f09a0a3201ef749bdc8fdc
