a_relpath,b_relpath,a_class,b_class,a_source,b_source,correlation,dhash_hamming,label_conflict
data\raw\dataset2\osteoporosis\normal\141.jpg,data\raw\dataset2\osteoporosis\normal\Normal_114.jpg,normal,normal,dataset2,dataset2,0.999238,0,False
data\raw\dataset2\osteoporosis\normal\142n.png,data\raw\dataset2\osteoporosis\normal\Normal_115.jpg,normal,normal,dataset2,dataset2,0.995731,0,False
data\raw\dataset2\osteoporosis\osteoporosis\144.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_81.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.993077,1,False
data\raw\dataset2\osteoporosis\normal\146n.png,data\raw\dataset2\osteoporosis\normal\Normal_116.jpg,normal,normal,dataset2,dataset2,0.999286,0,False
data\raw\dataset2\osteoporosis\osteoporosis\147.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_83.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999682,0,False
data\raw\dataset2\osteoporosis\normal\148n.png,data\raw\dataset2\osteoporosis\normal\Normal_117.jpg,normal,normal,dataset2,dataset2,0.998901,1,False
data\raw\dataset2\osteoporosis\normal\14nn.jpg,data\raw\dataset2\osteoporosis\normal\Normal_15.jpg,normal,normal,dataset2,dataset2,0.999366,0,False
data\raw\dataset2\osteoporosis\osteoporosis\15.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_12.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999339,0,False
data\raw\dataset2\osteoporosis\normal\150.png,data\raw\dataset2\osteoporosis\normal\Normal_118.jpg,normal,normal,dataset2,dataset2,0.992157,1,False
data\raw\dataset2\osteoporosis\osteoporosis\152.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_86.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998718,0,False
data\raw\dataset2\osteoporosis\normal\154.png,data\raw\dataset2\osteoporosis\normal\Normal_119.jpg,normal,normal,dataset2,dataset2,0.995433,2,False
data\raw\dataset2\osteoporosis\normal\156.png,data\raw\dataset2\osteoporosis\normal\Normal_121.jpg,normal,normal,dataset2,dataset2,0.998646,1,False
data\raw\dataset2\osteoporosis\normal\158n.png,data\raw\dataset2\osteoporosis\normal\Normal_123.jpg,normal,normal,dataset2,dataset2,0.999049,0,False
data\raw\dataset2\osteoporosis\osteoporosis\16.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_13.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.996284,2,False
data\raw\dataset2\osteoporosis\normal\16.png,data\raw\dataset2\osteoporosis\normal\Normal_16.jpg,normal,normal,dataset2,dataset2,0.999459,1,False
data\raw\dataset2\osteoporosis\normal\160n.png,data\raw\dataset2\osteoporosis\normal\Normal_124.jpg,normal,normal,dataset2,dataset2,0.999101,0,False
data\raw\dataset2\osteoporosis\normal\162n.png,data\raw\dataset2\osteoporosis\normal\Normal_125.jpg,normal,normal,dataset2,dataset2,0.998366,1,False
data\raw\dataset2\osteoporosis\normal\164n.png,data\raw\dataset2\osteoporosis\normal\Normal_126.jpg,normal,normal,dataset2,dataset2,0.996793,0,False
data\raw\dataset2\osteoporosis\normal\166n.png,data\raw\dataset2\osteoporosis\normal\Normal_127.jpg,normal,normal,dataset2,dataset2,0.998345,1,False
data\raw\dataset2\osteoporosis\normal\168n.png,data\raw\dataset2\osteoporosis\normal\Normal_128.jpg,normal,normal,dataset2,dataset2,0.997702,1,False
data\raw\dataset2\osteoporosis\osteoporosis\169.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_92.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.997102,1,False
data\raw\dataset2\osteoporosis\normal\17.png,data\raw\dataset2\osteoporosis\normal\Normal_17.jpg,normal,normal,dataset2,dataset2,0.995349,0,False
data\raw\dataset2\osteoporosis\normal\170n.png,data\raw\dataset2\osteoporosis\normal\Normal_129.jpg,normal,normal,dataset2,dataset2,0.998975,0,False
data\raw\dataset2\osteoporosis\normal\172n.png,data\raw\dataset2\osteoporosis\normal\Normal_130.jpg,normal,normal,dataset2,dataset2,0.999471,0,False
data\raw\dataset2\osteoporosis\normal\174n.png,data\raw\dataset2\osteoporosis\normal\Normal_131.jpg,normal,normal,dataset2,dataset2,0.999692,0,False
data\raw\dataset2\osteoporosis\normal\176n.png,data\raw\dataset2\osteoporosis\normal\Normal_132.jpg,normal,normal,dataset2,dataset2,0.999522,0,False
data\raw\dataset2\osteoporosis\normal\178n.png,data\raw\dataset2\osteoporosis\normal\Normal_133.jpg,normal,normal,dataset2,dataset2,0.997892,0,False
data\raw\dataset2\osteoporosis\normal\17nn.jpg,data\raw\dataset2\osteoporosis\normal\Normal_18.jpg,normal,normal,dataset2,dataset2,0.999203,0,False
data\raw\dataset2\osteoporosis\osteoporosis\18.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_14.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.997676,1,False
data\raw\dataset2\osteoporosis\normal\180n.png,data\raw\dataset2\osteoporosis\normal\Normal_134.jpg,normal,normal,dataset2,dataset2,0.997437,1,False
data\raw\dataset2\osteoporosis\normal\182n.png,data\raw\dataset2\osteoporosis\normal\Normal_135.jpg,normal,normal,dataset2,dataset2,0.997034,1,False
data\raw\dataset2\osteoporosis\normal\184n.png,data\raw\dataset2\osteoporosis\normal\Normal_136.jpg,normal,normal,dataset2,dataset2,0.998247,1,False
data\raw\dataset2\osteoporosis\normal\186n.png,data\raw\dataset2\osteoporosis\normal\Normal_137.jpg,normal,normal,dataset2,dataset2,0.998095,0,False
data\raw\dataset2\osteoporosis\normal\188n.png,data\raw\dataset2\osteoporosis\normal\Normal_139.jpg,normal,normal,dataset2,dataset2,0.995208,0,False
data\raw\dataset2\osteoporosis\osteoporosis\19.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_15.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.995658,1,False
data\raw\dataset2\osteoporosis\normal\190n.png,data\raw\dataset2\osteoporosis\normal\Normal_140.jpg,normal,normal,dataset2,dataset2,0.998228,0,False
data\raw\dataset2\osteoporosis\normal\192n.png,data\raw\dataset2\osteoporosis\normal\Normal_141.jpg,normal,normal,dataset2,dataset2,0.997858,1,False
data\raw\dataset2\osteoporosis\normal\194n.png,data\raw\dataset2\osteoporosis\normal\Normal_142.jpg,normal,normal,dataset2,dataset2,0.998764,3,False
data\raw\dataset2\osteoporosis\normal\196.png,data\raw\dataset2\osteoporosis\normal\Normal_143.jpg,normal,normal,dataset2,dataset2,0.999427,0,False
data\raw\dataset2\osteoporosis\normal\198n.png,data\raw\dataset2\osteoporosis\normal\Normal_144.jpg,normal,normal,dataset2,dataset2,0.997885,3,False
data\raw\dataset2\osteoporosis\osteoporosis\199.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_106.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.996921,0,False
data\raw\dataset2\osteoporosis\normal\2.jpg,data\raw\dataset2\osteoporosis\normal\Normal.jpg,normal,normal,dataset2,dataset2,0.999316,1,False
data\raw\dataset2\osteoporosis\normal\20.png,data\raw\dataset2\osteoporosis\normal\Normal_19.jpg,normal,normal,dataset2,dataset2,0.999405,0,False
data\raw\dataset2\osteoporosis\normal\200n.png,data\raw\dataset2\osteoporosis\normal\Normal_145.jpg,normal,normal,dataset2,dataset2,0.999341,0,False
data\raw\dataset2\osteoporosis\osteoporosis\201.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_107.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999674,3,False
data\raw\dataset2\osteoporosis\normal\202n.png,data\raw\dataset2\osteoporosis\normal\Normal_146.jpg,normal,normal,dataset2,dataset2,0.998612,4,False
data\raw\dataset2\osteoporosis\normal\204n.png,data\raw\dataset2\osteoporosis\normal\Normal_147.jpg,normal,normal,dataset2,dataset2,0.999353,2,False
data\raw\dataset2\osteoporosis\osteoporosis\206.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_109.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.995764,4,False
data\raw\dataset2\osteoporosis\osteoporosis\208.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_111.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999196,2,False
data\raw\dataset2\osteoporosis\normal\20nn.jpg,data\raw\dataset2\osteoporosis\normal\Normal_20.jpg,normal,normal,dataset2,dataset2,0.99923,0,False
data\raw\dataset2\osteoporosis\normal\21.png,data\raw\dataset2\osteoporosis\normal\Normal_21.jpg,normal,normal,dataset2,dataset2,0.996501,0,False
data\raw\dataset2\osteoporosis\osteoporosis\21.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_17.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998799,0,False
data\raw\dataset2\osteoporosis\normal\210.png,data\raw\dataset2\osteoporosis\normal\Normal_149.jpg,normal,normal,dataset2,dataset2,0.999303,2,False
data\raw\dataset2\osteoporosis\normal\212.png,data\raw\dataset2\osteoporosis\normal\Normal_150.jpg,normal,normal,dataset2,dataset2,0.994355,1,False
data\raw\dataset2\osteoporosis\normal\214n.png,data\raw\dataset2\osteoporosis\normal\Normal_151.jpg,normal,normal,dataset2,dataset2,0.998077,0,False
data\raw\dataset2\osteoporosis\normal\216n.png,data\raw\dataset2\osteoporosis\normal\Normal_152.jpg,normal,normal,dataset2,dataset2,0.997506,2,False
data\raw\dataset2\osteoporosis\normal\218n.png,data\raw\dataset2\osteoporosis\normal\Normal_153.jpg,normal,normal,dataset2,dataset2,0.999327,0,False
data\raw\dataset2\osteoporosis\osteoporosis\22.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_18.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.996417,1,False
data\raw\dataset2\osteoporosis\normal\220n.png,data\raw\dataset2\osteoporosis\normal\Normal_154.jpg,normal,normal,dataset2,dataset2,0.998603,1,False
data\raw\dataset2\osteoporosis\normal\222n.png,data\raw\dataset2\osteoporosis\normal\Normal_155.jpg,normal,normal,dataset2,dataset2,0.998655,0,False
data\raw\dataset2\osteoporosis\osteoporosis\224.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_120.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.99979,2,False
data\raw\dataset2\osteoporosis\osteoporosis\226.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_121.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998955,0,False
data\raw\dataset2\osteoporosis\osteoporosis\228.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_123.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999269,1,False
data\raw\dataset2\osteoporosis\normal\230n.png,data\raw\dataset2\osteoporosis\normal\Normal_157.jpg,normal,normal,dataset2,dataset2,0.999682,0,False
data\raw\dataset2\osteoporosis\osteoporosis\232.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_126.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999151,1,False
data\raw\dataset2\osteoporosis\osteoporosis\239.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_130.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999623,1,False
data\raw\dataset2\osteoporosis\osteoporosis\239.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_67.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.994983,1,False
data\raw\dataset2\osteoporosis\normal\24.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_25.jpg,normal,normal,dataset2,dataset2,0.996145,0,False
data\raw\dataset2\osteoporosis\osteoporosis\24.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_19.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.996152,1,False
data\raw\dataset2\osteoporosis\osteoporosis\249.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_140.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998644,1,False
data\raw\dataset2\osteoporosis\normal\25.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_26.jpg,normal,normal,dataset2,dataset2,0.995228,0,False
data\raw\dataset2\osteoporosis\osteoporosis\250.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_141.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998733,1,False
data\raw\dataset2\osteoporosis\osteoporosis\251.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_142.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999598,0,False
data\raw\dataset2\osteoporosis\osteoporosis\252.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_143.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999284,3,False
data\raw\dataset2\osteoporosis\osteoporosis\253.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_144.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998585,2,False
data\raw\dataset2\osteoporosis\osteoporosis\254.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_145.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998292,0,False
data\raw\dataset2\osteoporosis\osteoporosis\255.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_146.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.995353,5,False
data\raw\dataset2\osteoporosis\normal\256n.png,data\raw\dataset2\osteoporosis\normal\Normal_161.jpg,normal,normal,dataset2,dataset2,0.99949,0,False
data\raw\dataset2\osteoporosis\osteoporosis\257.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_147.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999482,0,False
data\raw\dataset2\osteoporosis\normal\258n.png,data\raw\dataset2\osteoporosis\normal\Normal_162.jpg,normal,normal,dataset2,dataset2,0.999194,0,False
data\raw\dataset2\osteoporosis\normal\259n.png,data\raw\dataset2\osteoporosis\normal\Normal_163.jpg,normal,normal,dataset2,dataset2,0.999396,0,False
data\raw\dataset2\osteoporosis\normal\25n.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_27.jpg,normal,normal,dataset2,dataset2,0.999528,0,False
data\raw\dataset2\osteoporosis\osteoporosis\26.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_29.jpg,osteoporosis,normal,dataset2,dataset2,0.995205,1,True
data\raw\dataset2\osteoporosis\normal\26.jpg,data\raw\dataset2\osteoporosis\normal\Normal_171.jpg,normal,normal,dataset2,dataset2,0.990031,5,False
data\raw\dataset2\osteoporosis\normal\26.jpg,data\raw\dataset2\osteoporosis\normal\Normal_28.jpg,normal,normal,dataset2,dataset2,0.999238,0,False
data\raw\dataset2\osteoporosis\normal\260n.png,data\raw\dataset2\osteoporosis\normal\Normal_164.jpg,normal,normal,dataset2,dataset2,0.998988,1,False
data\raw\dataset2\osteoporosis\osteoporosis\261.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_148.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999169,0,False
data\raw\dataset2\osteoporosis\osteoporosis\262.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_149.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999691,1,False
data\raw\dataset2\osteoporosis\osteoporosis\263.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_150.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998864,0,False
data\raw\dataset2\osteoporosis\osteoporosis\264.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_151.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999599,1,False
data\raw\dataset2\osteoporosis\normal\265n.png,data\raw\dataset2\osteoporosis\normal\Normal_165.jpg,normal,normal,dataset2,dataset2,0.999563,0,False
data\raw\dataset2\osteoporosis\normal\266.png,data\raw\dataset2\osteoporosis\normal\Normal_166.jpg,normal,normal,dataset2,dataset2,0.999529,0,False
data\raw\dataset2\osteoporosis\normal\267n.png,data\raw\dataset2\osteoporosis\normal\Normal_167.jpg,normal,normal,dataset2,dataset2,0.999533,0,False
data\raw\dataset2\osteoporosis\osteoporosis\268.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_152.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999383,1,False
data\raw\dataset2\osteoporosis\normal\27.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_30.jpg,normal,normal,dataset2,dataset2,0.998204,0,False
data\raw\dataset2\osteoporosis\osteoporosis\27.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_21.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999515,0,False
data\raw\dataset2\osteoporosis\osteoporosis\270.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_153.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999711,0,False
data\raw\dataset2\osteoporosis\normal\271n.png,data\raw\dataset2\osteoporosis\normal\Normal_168.jpg,normal,normal,dataset2,dataset2,0.999476,1,False
data\raw\dataset2\osteoporosis\osteoporosis\272.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_154.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999169,0,False
data\raw\dataset2\osteoporosis\osteoporosis\273.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_155.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999744,1,False
data\raw\dataset2\osteoporosis\osteoporosis\274.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_156.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999519,1,False
data\raw\dataset2\osteoporosis\normal\275n.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_169.jpg,normal,normal,dataset2,dataset2,0.999613,0,False
data\raw\dataset2\osteoporosis\osteoporosis\276.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_157.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999523,0,False
data\raw\dataset2\osteoporosis\normal\278n.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_170.jpg,normal,normal,dataset2,dataset2,0.998862,2,False
data\raw\dataset2\osteoporosis\normal\28.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_31.jpg,normal,normal,dataset2,dataset2,0.999573,0,False
data\raw\dataset2\osteoporosis\osteoporosis\280.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_158.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.99811,0,False
data\raw\dataset2\osteoporosis\osteoporosis\281.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_159.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999662,4,False
data\raw\dataset2\osteoporosis\normal\283.jpg,data\raw\dataset2\osteoporosis\normal\Normal_171.jpg,normal,normal,dataset2,dataset2,0.999176,1,False
data\raw\dataset2\osteoporosis\normal\284n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_172.jpg,normal,normal,dataset2,dataset2,0.9995,0,False
data\raw\dataset2\osteoporosis\normal\285n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_173.jpg,normal,normal,dataset2,dataset2,0.999411,0,False
data\raw\dataset2\osteoporosis\normal\286n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_174.jpg,normal,normal,dataset2,dataset2,0.999392,2,False
data\raw\dataset2\osteoporosis\osteoporosis\287.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_160.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999226,0,False
data\raw\dataset2\osteoporosis\osteoporosis\288.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_161.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999713,0,False
data\raw\dataset2\osteoporosis\osteoporosis\289.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_162.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999663,0,False
data\raw\dataset2\osteoporosis\normal\28n.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_32.jpg,normal,normal,dataset2,dataset2,0.99978,3,False
data\raw\dataset2\osteoporosis\normal\29.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_33.jpg,normal,normal,dataset2,dataset2,0.99643,2,False
data\raw\dataset2\osteoporosis\osteoporosis\290.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_163.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999314,0,False
data\raw\dataset2\osteoporosis\osteoporosis\291.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_164.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.996714,0,False
data\raw\dataset2\osteoporosis\normal\292n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_175.jpg,normal,normal,dataset2,dataset2,0.997684,2,False
data\raw\dataset2\osteoporosis\normal\293n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_176.jpg,normal,normal,dataset2,dataset2,0.999501,1,False
data\raw\dataset2\osteoporosis\normal\294n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_177.jpg,normal,normal,dataset2,dataset2,0.999407,0,False
data\raw\dataset2\osteoporosis\normal\295.jpg,data\raw\dataset2\osteoporosis\normal\Normal_178.jpg,normal,normal,dataset2,dataset2,0.999074,2,False
data\raw\dataset2\osteoporosis\osteoporosis\296.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_165.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999628,0,False
data\raw\dataset2\osteoporosis\osteoporosis\298.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_167.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999692,0,False
data\raw\dataset2\osteoporosis\normal\29nn.jpg,data\raw\dataset2\osteoporosis\normal\Normal_34.jpg,normal,normal,dataset2,dataset2,0.999263,0,False
data\raw\dataset2\osteoporosis\normal\3.png,data\raw\dataset2\osteoporosis\normal\Normal_2.jpg,normal,normal,dataset2,dataset2,0.997108,0,False
data\raw\dataset2\osteoporosis\osteoporosis\3.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_2.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.997851,2,False
data\raw\dataset2\osteoporosis\normal\30.png,data\raw\dataset2\osteoporosis\normal\Normal_35.jpg,normal,normal,dataset2,dataset2,0.996463,1,False
data\raw\dataset2\osteoporosis\normal\303n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_181.jpg,normal,normal,dataset2,dataset2,0.999518,0,False
data\raw\dataset2\osteoporosis\normal\30nn.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_36.jpg,normal,normal,dataset2,dataset2,0.999555,1,False
data\raw\dataset2\osteoporosis\normal\31.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_37.jpg,normal,normal,dataset2,dataset2,0.998366,0,False
data\raw\dataset2\osteoporosis\osteoporosis\31.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_23.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999547,1,False
data\raw\dataset2\osteoporosis\osteoporosis\312.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_176.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999617,0,False
data\raw\dataset2\osteoporosis\normal\32.jpg,data\raw\dataset2\osteoporosis\normal\Normal_38.jpg,normal,normal,dataset2,dataset2,0.9993,3,False
data\raw\dataset2\osteoporosis\osteoporosis\320.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_183.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.99957,0,False
data\raw\dataset2\osteoporosis\normal\32nn.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_39.jpg,normal,normal,dataset2,dataset2,0.997166,1,False
data\raw\dataset2\osteoporosis\normal\33.png,data\raw\dataset2\osteoporosis\normal\Normal_40.jpg,normal,normal,dataset2,dataset2,0.999132,1,False
data\raw\dataset2\osteoporosis\normal\33nn.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_41.jpg,normal,normal,dataset2,dataset2,0.998349,1,False
data\raw\dataset2\osteoporosis\osteoporosis\34.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_24.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.997819,2,False
data\raw\dataset2\osteoporosis\normal\34.jpg,data\raw\dataset2\osteoporosis\normal\Normal_42.jpg,normal,normal,dataset2,dataset2,0.996881,0,False
data\raw\dataset2\osteoporosis\normal\35.jpg,data\raw\dataset2\osteoporosis\normal\Normal_43.jpg,normal,normal,dataset2,dataset2,0.999372,0,False
data\raw\dataset2\osteoporosis\normal\35n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_44.jpg,normal,normal,dataset2,dataset2,0.999456,1,False
data\raw\dataset2\osteoporosis\normal\36.jpg,data\raw\dataset2\osteoporosis\normal\Normal_45.jpg,normal,normal,dataset2,dataset2,0.995963,0,False
data\raw\dataset2\osteoporosis\osteoporosis\36.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_25.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999156,0,False
data\raw\dataset2\osteoporosis\osteoporosis\37.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_26.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999485,0,False
data\raw\dataset2\osteoporosis\normal\37.jpg,data\raw\dataset2\osteoporosis\normal\42.jpg,normal,normal,dataset2,dataset2,0.996217,2,False
data\raw\dataset2\osteoporosis\normal\37.jpg,data\raw\dataset2\osteoporosis\normal\Normal_47.jpg,normal,normal,dataset2,dataset2,0.997295,1,False
data\raw\dataset2\osteoporosis\normal\38.jpg,data\raw\dataset2\osteoporosis\normal\Normal_48.jpg,normal,normal,dataset2,dataset2,0.997396,3,False
data\raw\dataset2\osteoporosis\normal\38n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_49.jpg,normal,normal,dataset2,dataset2,0.999324,0,False
data\raw\dataset2\osteoporosis\normal\39n.png,data\raw\dataset2\osteoporosis\normal\Normal_51.jpg,normal,normal,dataset2,dataset2,0.999221,0,False
data\raw\dataset2\osteoporosis\normal\4.png,data\raw\dataset2\osteoporosis\normal\Normal_3.jpg,normal,normal,dataset2,dataset2,0.996519,2,False
data\raw\dataset2\osteoporosis\osteoporosis\40.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_27.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999706,0,False
data\raw\dataset2\osteoporosis\normal\40.jpg,data\raw\dataset2\osteoporosis\normal\Normal_52.jpg,normal,normal,dataset2,dataset2,0.992169,5,False
data\raw\dataset2\osteoporosis\normal\41.jpg,data\raw\dataset2\osteoporosis\normal\Normal_53.jpg,normal,normal,dataset2,dataset2,0.999375,0,False
data\raw\dataset2\osteoporosis\normal\42.jpg,data\raw\dataset2\osteoporosis\normal\Normal_47.jpg,normal,normal,dataset2,dataset2,0.999146,1,False
data\raw\dataset2\osteoporosis\normal\42.jpg,data\raw\dataset2\osteoporosis\normal\Normal_55.jpg,normal,normal,dataset2,dataset2,0.995711,2,False
data\raw\dataset2\osteoporosis\osteoporosis\42.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_28.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998472,1,False
data\raw\dataset2\osteoporosis\normal\44.jpg,data\raw\dataset2\osteoporosis\normal\Normal_57.jpg,normal,normal,dataset2,dataset2,0.996404,0,False
